"pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge","osd_id","phase_shift","tissue","light_regime","is_circadian"
"GO:0006470 (protein dephosphorylation)",0.903659849300323,0.952210031845054,-0.196416335669182,-0.716503106093327,5036,41,"AT3G16800;AT5G56610;AT2G39840;AT5G27840;AT1G17720;AT5G27930;AT5G55260;AT4G26080;AT3G46820;AT3G23610;AT1G10430;AT1G22280;AT3G05580;AT4G03415","OSD-281",-0.17,"root","unknown",FALSE
"GO:0006486 (protein glycosylation)",0.632328507002136,0.804300695098952,0.204705294276271,0.916659898157446,2663,88,"AT3G11540;AT1G16900;AT5G16890;AT5G62620;AT5G19690;AT1G71220;AT1G76400;AT2G25300;AT1G71990;AT1G34130;AT5G44930;AT1G16570;AT1G27520;AT3G14960;AT3G62720;AT1G21480;AT4G38240;AT5G43710;AT4G38040;AT2G01480;AT3G48820;AT2G35610;AT1G77810;AT2G47760;AT1G26810;AT1G30000;AT1G53290","OSD-281",-0.17,"root","unknown",FALSE
"GO:0006487 (protein N-linked glycosylation)",0.124561403508772,0.285522745411014,0.367615832102435,1.29328319268452,567,29,"AT1G16900;AT4G21150;AT2G01720;AT1G76400;AT5G14950;AT2G40190;AT1G02145;AT1G67490;AT2G13290;AT5G14480;AT1G61790;AT2G44660;AT5G38460;AT5G28960;AT1G12990","OSD-281",-0.17,"root","unknown",FALSE
"GO:0006499 (N-terminal protein myristoylation)",0.671078519048471,0.8287132830336,-0.240013986782913,-0.866031397793985,3751,39,"AT3G22950;AT4G20260;AT3G54840;AT5G17060;AT1G67800;AT2G15310;AT1G02440;AT1G70490;AT5G39950;AT1G02430;AT1G23490;AT5G24270","OSD-281",-0.17,"root","unknown",FALSE
"GO:0006506 (GPI anchor biosynthetic process)",0.89448545375597,0.952210031845054,0.210170951427184,0.703309938926527,4119,24,"AT3G45100;AT3G01380;AT2G22530;AT5G17250","OSD-281",-0.17,"root","unknown",FALSE
"GO:0006508 (proteolysis)",0.581041968162084,0.763454639110043,0.20453597319813,0.945928539435529,2408,104,"AT3G04340;AT5G36950;AT5G60160;AT1G67420;AT1G49970;AT5G51540;AT5G04710;AT5G04250;AT4G23940;AT5G67170;AT3G16480;AT1G67690;AT5G10540;AT4G20310;AT3G16290;AT5G65620;AT4G15880;AT4G30920;AT1G09300;AT1G62290;AT4G17040;AT1G09730;AT5G60190;AT5G20660;AT4G29490;AT5G64580;AT5G05740;AT4G11320;AT5G39830;AT1G71696;AT2G26140","OSD-281",-0.17,"root","unknown",FALSE
"GO:0006511 (ubiquitin-dependent protein catabolic process)",0.179977814753189,0.365974954414512,0.214304247347879,1.10957090175662,648,227,"AT5G25350;AT1G05890;AT2G40930;AT5G06460;AT5G47430;AT4G03190;AT2G32730;AT4G12570;AT2G20580;AT4G02570;AT3G50080;AT3G05530;AT2G25490;AT5G45360;AT2G38185;AT3G60300;AT5G66160;AT4G26430;AT1G80570;AT3G62980;AT4G28270;AT4G24015;AT2G36370;AT3G54650;AT1G66650;AT5G05560;AT1G04860;AT2G42030;AT4G33210;AT2G22010;AT4G36410;AT5G09900;AT2G17200;AT5G46210;AT3G18290;AT2G31510;AT5G48655;AT5G02880;AT1G70320;AT4G17410;AT3G55530;AT5G01520;AT5G25560;AT2G18915;AT3G53970;AT5G45620;AT1G20200;AT2G17020;AT5G14250;AT5G66140;AT5G64920;AT4G15475;AT1G47570;AT2G44410;AT4G03510;AT1G55860;AT5G20620;AT3G24800;AT2G40830","OSD-281",-0.17,"root","unknown",FALSE
"GO:0006520 (amino acid metabolic process)",0.766684951545072,0.877861488774772,-0.235197584654048,-0.805208414642766,4192,31,"AT1G34040;AT2G20610;AT4G38220;AT5G36160;AT1G44820;AT1G62800;AT2G20340;AT5G65800;AT1G80360;AT1G35580;AT1G01480;AT4G28410;AT3G09920;AT4G31990","OSD-281",-0.17,"root","unknown",FALSE
"GO:0006606 (protein import into nucleus)",0.000225580870742161,0.00319946114338638,0.635209076239405,2.46958916559282,0,44,"AT5G05680;AT2G41620;AT3G14120;AT5G03070;AT4G27640;AT1G79280;AT1G14850;AT4G32910;AT2G45000;AT4G38760;AT2G05120;AT2G46520;AT3G57350;AT5G55190;AT1G02690;AT1G26170;AT5G58590;AT2G31660;AT3G08943;AT5G19820;AT2G16950;AT3G59020;AT3G08947;AT5G62600","OSD-281",-0.17,"root","unknown",FALSE
"GO:0006612 (protein targeting to membrane)",0.830327321309285,0.922923238310869,0.213523712060101,0.777282108221504,3728,33,"AT4G24630;AT1G69420;AT5G20350;AT4G15080;AT3G22180;AT3G51390;AT3G60800;AT3G04970;AT3G11820;AT3G26935;AT3G51780;AT2G33640;AT1G33040;AT3G09320;AT3G49470;AT5G04270","OSD-281",-0.17,"root","unknown",FALSE
"GO:0006623 (protein targeting to vacuole)",0.312640071716719,0.513743685415581,0.293704186976332,1.08897450034849,1394,36,"AT4G00800;AT3G52850;AT1G24460;AT2G14720;AT4G29380;AT2G14740;AT3G50380;AT5G24740;AT5G18525;AT5G06140;AT4G17140;AT3G47700;AT1G48760","OSD-281",-0.17,"root","unknown",FALSE
"GO:0006629 (lipid metabolic process)",0.74775397373877,0.870979803718757,0.20704936192692,0.847445024048269,3245,56,"AT5G41080;AT3G03310;AT5G14180;AT5G42870;AT5G67130;AT5G53470;AT2G42450;AT3G09560;AT1G62290;AT5G18630;AT1G04010;AT3G22960;AT2G30550;AT5G52920;AT2G46210;AT1G06800;AT2G18250;AT1G71340","OSD-281",-0.17,"root","unknown",FALSE
"GO:0006631 (fatty acid metabolic process)",0.0656440333859689,0.177384765771863,0.353500521282293,1.3743523039037,290,44,"AT2G43710;AT3G45770;AT2G47240;AT5G27600;AT1G01600;AT2G34770;AT3G48460;AT1G08640;AT3G05970","OSD-281",-0.17,"root","unknown",FALSE
"GO:0006633 (fatty acid biosynthetic process)",0.475842564223427,0.67438759684812,0.232708414240121,0.984482626849203,2018,67,"AT3G45770;AT4G30950;AT1G36180;AT3G06650;AT5G05580;AT4G34250;AT2G04540;AT3G23790;AT1G79750;AT2G15090;AT1G08510;AT5G43760;AT3G11170;AT5G52920;AT2G26250;AT2G30200","OSD-281",-0.17,"root","unknown",FALSE
"GO:0006635 (fatty acid beta-oxidation)",0.209975506568693,0.401320340266279,0.323971634288374,1.17934140650737,942,33,"AT5G08470;AT5G65940;AT1G06310;AT4G39850;AT2G26350;AT1G79810;AT3G05290;AT3G07560;AT4G16210;AT3G06860;AT1G03000","OSD-281",-0.17,"root","unknown",FALSE
"GO:0006636 (unsaturated fatty acid biosynthetic process)",0.155381023137338,0.334928512697352,0.41505439788664,1.28399679889741,731,18,"AT2G43710;AT4G30950;AT5G05580;AT3G12120;AT1G06350;AT1G06080;AT3G11170","OSD-281",-0.17,"root","unknown",FALSE
"GO:0006744 (ubiquinone biosynthetic process)",0.0606887862242755,0.167721736474361,0.485242759739206,1.4800478884111,288,17,"AT4G19010;AT1G19140;AT4G39850;AT1G24340;AT3G24200;AT4G23660;AT3G10230;AT2G34630;AT5G57300;AT1G32220","OSD-281",-0.17,"root","unknown",FALSE
"GO:0006749 (glutathione metabolic process)",0.000179083094555874,0.00319946114338638,-0.615614592423404,-2.23341749985223,0,40,"AT1G10370;AT5G62480;AT2G30870;AT1G53680;AT1G78380;AT1G02950;AT1G78340;AT5G17220;AT1G53580;AT1G78370;AT2G30860;AT2G47730;AT1G17190;AT2G29450;AT1G27130;AT2G29440;AT3G03190;AT2G29490","OSD-281",-0.17,"root","unknown",FALSE
"GO:0006813 (potassium ion transport)",0.782646233541981,0.891131572898498,0.237878864082426,0.788614836689611,3625,23,"AT3G46960;AT4G00630;AT3G02050;AT2G40540;AT1G53760;AT5G53130;AT4G23640;AT5G09400;AT1G31120","OSD-281",-0.17,"root","unknown",FALSE
"GO:0006816 (calcium ion transport)",0.750701489315778,0.870979803718757,0.245029802106454,0.812321591149488,3477,23,"AT1G10130;AT1G42540;AT1G07810;AT5G17850;AT4G35290;AT4G37270;AT5G53130;AT3G13320;AT5G36290","OSD-281",-0.17,"root","unknown",FALSE
"GO:0006817 (phosphate ion transport)",0.735406902428632,0.863380852860074,0.260527265469565,0.81964853590938,3451,19,"AT3G01970;AT3G15990;AT1G69480;AT2G32295;AT2G33770;AT5G35730;AT2G03260;AT1G14040;AT3G23430;AT5G03545","OSD-281",-0.17,"root","unknown",FALSE
"GO:0006833 (water transport)",0.000187020759304283,0.00319946114338638,-0.793592080804873,-2.49277410535836,0,22,"AT4G17340;AT3G53420;AT2G37180;AT3G26520;AT3G16240;AT2G39010;AT2G37170;AT2G36830;AT1G01620;AT3G61430;AT5G47450;AT4G00430;AT5G60660;AT4G23400;AT2G45960","OSD-281",-0.17,"root","unknown",FALSE
"GO:0006869 (lipid transport)",0.41808935706502,0.626104258855991,-0.292402098689431,-1.02475353827951,2301,34,"AT3G22600;AT2G44300;AT2G44290;AT1G31812;AT1G48750;AT2G13820;AT1G73780;AT4G33355","OSD-281",-0.17,"root","unknown",FALSE
"GO:0006874 (intracellular calcium ion homeostasis)",0.202920662598082,0.392294696448735,0.352393662083475,1.20359233812914,930,26,"AT1G10130;AT4G31200;AT1G42540;AT5G23630;AT1G07670","OSD-281",-0.17,"root","unknown",FALSE
"GO:0006879 (intracellular iron ion homeostasis)",0.0578808446455505,0.164138758513604,-0.471688557309246,-1.46151568248675,306,21,"AT5G09830;AT3G23210;AT3G25190;AT1G76800;AT4G14410;AT1G51070;AT1G74770;AT4G19690;AT4G36060;AT1G21140","OSD-281",-0.17,"root","unknown",FALSE
"GO:0006886 (intracellular protein transport)",0.524919093851133,0.720430720229094,-0.206266736178484,-0.97192289573258,3243,174,"AT3G18820;AT3G22950;AT3G22845;AT1G56330;AT1G79590;AT1G26690;AT4G02080;AT5G46860;AT3G54840;AT2G22290;AT4G20410;AT3G11730;AT1G69460;AT1G43890;AT4G18800;AT4G08520;AT3G50860;AT5G17060;AT1G08560;AT1G15370;AT4G21160;AT1G21900;AT1G57620;AT2G15310;AT5G50460;AT2G31680;AT4G19640;AT5G45750;AT3G48570;AT5G53530;AT1G73640;AT1G02440;AT3G52400;AT5G46630","OSD-281",-0.17,"root","unknown",FALSE
"GO:0006887 (exocytosis)",0.819339791890922,0.915732708583972,-0.214989542735532,-0.784255925673306,4566,41,"AT2G39380;AT3G55150;AT1G08560;AT5G13150;AT5G03520;AT3G52400;AT4G03330;AT1G18740;AT3G53610;AT1G72470;AT5G08080;AT1G07000;AT4G35560","OSD-281",-0.17,"root","unknown",FALSE
"GO:0006888 (endoplasmic reticulum to Golgi vesicle-mediated transport)",0.0961968680089485,0.237466063348416,-0.302384188038017,-1.27410363108089,558,83,"AT4G17170;AT5G17190;AT5G42570;AT3G22845;AT1G56330;AT1G26690;AT4G02080;AT3G11730;AT1G69460;AT3G03180;AT3G17780;AT5G02280;AT1G21900;AT1G57620;AT1G05785;AT3G54085;AT5G48660;AT3G20450;AT5G58030;AT3G62560;AT2G37975;AT4G14455","OSD-281",-0.17,"root","unknown",FALSE
"GO:0006890 (retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum)",0.29336620349619,0.494090447993583,0.297108290521706,1.10159598183169,1308,36,"AT1G60970;AT2G21390;AT2G17980;AT1G50500;AT5G24350;AT1G79990;AT3G55600;AT1G62020;AT5G39500;AT3G47700;AT3G15980;AT5G64990;AT5G51430","OSD-281",-0.17,"root","unknown",FALSE
"GO:0006891 (intra-Golgi vesicle-mediated transport)",0.110220440881764,0.261773547094188,0.360431091847768,1.3120633593198,494,33,"AT4G31490;AT4G31480;AT1G60970;AT5G16300;AT2G21390;AT1G73430;AT3G18480;AT4G24840;AT1G31780;AT1G79990;AT1G62020;AT3G15980;AT1G67930;AT5G64990","OSD-281",-0.17,"root","unknown",FALSE
"GO:0006893 (Golgi to plasma membrane transport)",0.0124735729386892,0.0553571704140368,0.562601769093218,1.68049409638453,58,16,"AT1G10180;AT1G21170;AT3G10380;AT1G47550;AT5G12370;AT1G59820;AT3G56640;AT1G76850;AT1G47560","OSD-281",-0.17,"root","unknown",FALSE
"GO:0006896 (Golgi to vacuole transport)",0.48765690376569,0.683282508938923,0.33144403563106,0.97243923675067,2330,15,"AT3G52850;AT4G19490;AT1G10290;AT1G23900;AT5G06140;AT1G48760;AT1G60070","OSD-281",-0.17,"root","unknown",FALSE
"GO:0006897 (endocytosis)",0.0861136158701533,0.217249288170345,0.345907197557626,1.338140670862,381,43,"AT3G56960;AT1G20760;AT1G13980;AT1G21630;AT3G13670;AT3G08530;AT3G59290;AT3G20290;AT1G60490;AT4G05520;AT5G39500;AT2G19470;AT2G25760;AT4G14340;AT1G56590;AT2G26890;AT1G03900;AT3G11130;AT5G18190;AT1G72710;AT5G13300;AT4G26100;AT2G43160","OSD-281",-0.17,"root","unknown",FALSE
"GO:0006900 (vesicle budding from membrane)",0.0204120204120204,0.0775656775656776,-0.538367257181973,-1.61094596206881,107,18,"AT4G40080;AT2G19830;AT4G29160;AT5G04850;AT5G09260;AT5G63880;AT5G10410;AT1G25240","OSD-281",-0.17,"root","unknown",FALSE
"GO:0006906 (vesicle fusion)",0.282051282051282,0.487077371815608,-0.332626555281697,-1.13048158122736,1539,30,"AT1G79590;AT5G46860;AT5G39510;AT1G26670;AT3G17440;AT1G08560;AT3G52400;AT4G03330;AT1G32270;AT3G24350;AT5G08080;AT3G05710;AT3G09740","OSD-281",-0.17,"root","unknown",FALSE
"GO:0006913 (nucleocytoplasmic transport)",0.202748414376321,0.392294696448735,0.409704239238987,1.22378846482218,958,16,"AT1G80680;AT3G16310;AT1G14850;AT4G13350;AT2G42810","OSD-281",-0.17,"root","unknown",FALSE
"GO:0006914 (autophagy)",0.8384715588363,0.928580524175721,0.224853373275922,0.752442766958221,3861,24,"AT2G46240;AT5G47490;AT2G44140;AT5G47480","OSD-281",-0.17,"root","unknown",FALSE
"GO:0006950 (response to stress)",0.000177147918511957,0.00319946114338638,-0.615800322311204,-2.31504433355472,0,47,"AT5G42180;AT1G05260;AT3G21770;AT5G15180;AT2G37130;AT3G01190;AT1G30870;AT5G59820;AT5G65300;AT1G05250;AT3G46430;AT3G53600;AT2G37430;AT4G26010;AT1G05240;AT5G17820;AT5G44070;AT5G13240;AT5G22410;AT4G02380;AT4G11290;AT5G64100;AT2G41480;AT5G27380;AT2G31130;AT1G34510","OSD-281",-0.17,"root","unknown",FALSE
"GO:0006952 (defense response)",0.0236638763683194,0.0858782824343513,-0.286551208304435,-1.36184449969646,146,185,"AT3G63360;AT5G24980;AT2G37040;AT1G70890;AT1G70860;AT5G46790;AT2G43910;AT3G61220;AT5G44568;AT3G52450;AT4G16950;AT5G28010;AT1G72870;AT2G02130;AT4G39030;AT3G53260;AT2G03760;AT2G30860;AT4G19520;AT3G62780;AT4G09420;AT1G35260;AT2G47730;AT5G22630;AT3G49120;AT3G57750;AT2G35930;AT1G09090;AT3G20600;AT1G30990;AT1G75030;AT1G56540;AT3G16720;AT1G58420;AT1G14960;AT1G65850;AT3G11340;AT1G16150;AT5G64905;AT5G23950;AT1G70850;AT3G03040;AT2G22330;AT1G65250;AT4G22212;AT1G19230;AT4G38660;AT1G70880;AT2G39200;AT2G01530;AT4G16890;AT4G39950;AT4G15740;AT2G37940","OSD-281",-0.17,"root","unknown",FALSE
"GO:0006955 (immune response)",0.646855413875081,0.814261059287887,0.258047359637528,0.875373387154505,2992,25,"AT4G21400;AT1G11300;AT1G77630;AT5G58430;AT4G03230;AT3G25070;AT3G43300;AT4G27300;AT2G25320","OSD-281",-0.17,"root","unknown",FALSE
"GO:0006970 (response to osmotic stress)",0.210561165369972,0.401320340266279,-0.246276252678236,-1.13178012343253,1271,146,"AT1G35720;AT3G16690;AT2G37180;AT1G20440;AT5G15970;AT5G54160;AT2G35612;AT3G14440;AT4G39090;AT5G15960;AT3G12630;AT3G50500;AT1G04220;AT2G32510;AT2G38750;AT1G32070;AT3G53600;AT4G40010;AT3G50610;AT3G54560;AT1G05100;AT1G69310;AT1G78080;AT5G45800;AT1G15380;AT5G67590;AT2G30250;AT3G58620;AT4G02590;AT1G02730;AT3G51960;AT3G56200;AT5G38710;AT1G72180;AT3G17510","OSD-281",-0.17,"root","unknown",FALSE
"GO:0006974 (DNA damage response)",0.000231642344220524,0.00319946114338638,0.491349794934827,2.00137637618194,0,55,"AT3G16730;AT5G06460;AT1G10930;AT5G67380;AT1G77320;AT3G09370;AT4G32551;AT4G02110;AT4G04950;AT2G02090;AT4G29860;AT1G16590;AT1G43850;AT1G68790;AT5G20170;AT3G48190;AT3G54650;AT5G44750;AT2G18760;AT1G67500;AT5G60870;AT1G08840;AT2G23070;AT2G31870;AT3G02680;AT2G27470;AT2G32700;AT4G03130;AT5G65770;AT2G41450;AT3G50000;AT5G57160;AT4G18470;AT1G13220;AT2G30110;AT5G22010;AT5G54770;AT5G51795","OSD-281",-0.17,"root","unknown",FALSE
"GO:0006979 (response to oxidative stress)",0.000310655483069276,0.00363227949434846,-0.339887814424472,-1.67480829607373,1,247,"AT5G42180;AT1G35720;AT5G66390;AT4G37530;AT4G11600;AT1G05260;AT3G32980;AT3G21770;AT5G17000;AT2G31570;AT5G15180;AT2G37040;AT1G44970;AT3G04120;AT3G25250;AT5G19875;AT1G45145;AT1G49300;AT1G78380;AT2G37130;AT5G40390;AT1G63460;AT5G09830;AT5G13930;AT3G01190;AT2G38380;AT3G03100;AT1G01230;AT1G27330;AT3G14430;AT1G30870;AT5G59820;AT2G40880;AT4G16270;AT3G53990;AT1G05250;AT1G11210;AT1G14540;AT3G53260;AT3G63080;AT4G26010;AT1G53670;AT1G52200;AT5G44380;AT2G18980;AT5G64940;AT3G49120;AT5G01820;AT5G07460;AT4G30170;AT2G29450;AT5G37980;AT3G06050;AT3G03190;AT4G37520;AT1G05240;AT1G15380;AT5G67400;AT5G17820;AT3G15360;AT3G47860;AT1G68850;AT1G73680;AT5G22410;AT4G02380;AT5G42000;AT4G11290;AT1G31170;AT2G22080;AT2G38390;AT5G64100;AT5G61640;AT1G09350;AT3G06110;AT2G41480;AT1G73120;AT3G12260;AT5G21280","OSD-281",-0.17,"root","unknown",FALSE
"GO:0006995 (cellular response to nitrogen starvation)",0.00708318198329096,0.0347304406922653,-0.486572865565912,-1.70524516702962,38,34,"AT3G16690;AT1G62040;AT4G21980;AT2G35612;AT3G06420;AT2G45170;AT5G38480;AT3G60640;AT3G50610;AT2G05630;AT1G06830;AT3G15580;AT4G16520","OSD-281",-0.17,"root","unknown",FALSE
"GO:0007005 (mitochondrion organization)",0.0101626016260163,0.046809559004681,0.429332104241497,1.64241442686615,44,41,"AT5G26860;AT5G27540;AT1G11870;AT5G16420;AT5G16930;AT4G28510;AT3G03060;AT1G30010;AT5G61990;AT2G18330;AT3G23990;AT4G27585;AT2G40090;AT1G03860;AT1G03560;AT5G12290;AT4G37190;AT1G55890;AT3G27280;AT5G13610","OSD-281",-0.17,"root","unknown",FALSE
"GO:0007010 (cytoskeleton organization)",0.17071129707113,0.354240507232924,0.431015533918367,1.26457673626027,815,15,"AT5G49430;AT5G58450;AT2G01750;AT1G14840","OSD-281",-0.17,"root","unknown",FALSE
"GO:0007015 (actin filament organization)",0.640399358174363,0.807860245670093,-0.238105317015262,-0.891620085982033,3591,46,"AT4G01710;AT3G46010;AT1G75840;AT1G20090;AT4G34490;AT3G51300;AT4G14147;AT3G48040;AT2G26770;AT4G28950;AT3G05520;AT5G62880;AT5G45970;AT2G20290;AT2G44690;AT2G35110","OSD-281",-0.17,"root","unknown",FALSE
"GO:0007017 (microtubule-based process)",0.358566465533004,0.560272682116369,-0.312263048106761,-1.06904513618794,1960,31,"AT5G44340;AT4G15930;AT1G20010;AT3G44200;AT4G20890;AT4G14960;AT5G19780;AT5G19770;AT1G73860;AT5G20110;AT3G20860;AT1G23220;AT1G75780;AT1G09170;AT5G12250","OSD-281",-0.17,"root","unknown",FALSE
"GO:0007018 (microtubule-based movement)",0.000465008137642409,0.004602887403381,0.467173753448786,1.92261443881442,1,58,"AT5G66310;AT2G21300;AT2G22610;AT1G63640;AT2G36200;AT1G01950;AT5G60930;AT3G17360;AT3G10180;AT3G44050;AT3G19050;AT4G21270;AT5G27000;AT3G45850;AT4G14150;AT3G50240;AT5G47820;AT5G27550;AT2G28620;AT5G06670;AT3G44730;AT1G18370;AT1G20060;AT2G21380;AT5G65930;AT3G16630;AT1G12430;AT1G72250;AT3G43210;AT4G05190;AT3G49650;AT3G10310;AT4G39050;AT3G51150;AT3G23670","OSD-281",-0.17,"root","unknown",FALSE
"GO:0007030 (Golgi organization)",0.297991677220916,0.497801498013767,-0.314485123625186,-1.10953124254781,1646,35,"AT4G11150;AT3G22845;AT1G26690;AT1G69460;AT1G09330;AT4G22150;AT1G21900;AT1G57620","OSD-281",-0.17,"root","unknown",FALSE
"GO:0007031 (peroxisome organization)",0.0200085142613878,0.0774834090032062,0.497663613685978,1.61252608447154,93,21,"AT5G08470;AT1G48635;AT4G39850;AT2G26350;AT1G79810;AT3G05290;AT1G01820;AT5G62810;AT3G03490;AT3G21865;AT3G18160","OSD-281",-0.17,"root","unknown",FALSE
"GO:0007033 (vacuole organization)",0.183813953488372,0.370062528877252,-0.379927590791412,-1.23394398312401,987,25,"AT3G18820;AT5G54800;AT5G46860;AT3G54300;AT4G19640","OSD-281",-0.17,"root","unknown",FALSE
"GO:0007034 (vacuolar transport)",0.0175535846267554,0.0707922544833273,-0.479307763320147,-1.60023532407858,94,28,"AT3G28715;AT2G19830;AT1G09330;AT4G29160;AT5G04850;AT1G03950;AT2G06530;AT1G73030;AT2G17990;AT5G09260;AT5G63880;AT3G28710;AT1G17730;AT1G08190;AT5G22950;AT3G05710","OSD-281",-0.17,"root","unknown",FALSE
"GO:0007059 (chromosome segregation)",0.00524989500209996,0.0283484245176572,0.582793696011027,1.77758979778288,24,17,"AT5G55300;AT5G55310;AT5G63920;AT2G32900;AT3G23890;AT5G20930;AT3G54670;AT3G60660;AT5G16800","OSD-281",-0.17,"root","unknown",FALSE
"GO:0007064 (mitotic sister chromatid cohesion)",0.00606694560669456,0.0312601943124601,0.611424666882946,1.79388757218737,28,15,"AT4G31880;AT1G15940;AT5G47690;AT1G77600;AT1G11060;AT5G51340;AT5G10950;AT2G44580;AT1G61030;AT5G11340","OSD-281",-0.17,"root","unknown",FALSE
"GO:0007131 (reciprocal meiotic recombination)",0.00198544010589014,0.0138752595905886,0.516113914310561,1.84957890980917,8,31,"AT2G45280;AT4G26720;AT1G77320;AT5G66030;AT5G23610;AT3G19210;AT5G64520;AT4G32190;AT4G29170;AT3G02680;AT5G02820;AT2G06510;AT4G24710;AT1G07745;AT1G12790;AT1G65010","OSD-281",-0.17,"root","unknown",FALSE
"GO:0007166 (cell surface receptor signaling pathway)",0.913523053165674,0.95762416607712,0.196552207648899,0.70437709169198,4140,31,"AT3G26600;AT2G46850","OSD-281",-0.17,"root","unknown",FALSE
"GO:0007186 (G protein-coupled receptor signaling pathway)",0.98089577584377,0.997044710364946,0.176542275191548,0.54614459543186,4620,18,"AT3G13290;AT2G26300;AT2G01070;AT2G23460;AT5G27210;AT5G02630","OSD-281",-0.17,"root","unknown",FALSE
"GO:0007264 (small GTPase-mediated signal transduction)",0.123707391803907,0.285522745411014,-0.476002509841786,-1.35258557144059,645,15,"AT1G75840;AT1G20090;AT3G51300;AT3G48040;AT4G28950;AT5G62880;AT5G45970;AT2G44690","OSD-281",-0.17,"root","unknown",FALSE
"GO:0007267 (cell-cell signaling)",0.00229797012638836,0.0156050212329087,-0.666316058818952,-1.89337129225901,11,15,"AT3G23805;AT3G29780;AT1G02900;AT3G05490;AT4G15800;AT4G14010;AT3G16570;AT4G13950","OSD-281",-0.17,"root","unknown",FALSE
"GO:0007275 (multicellular organism development)",0.195716085678286,0.385098317451127,0.403137973644141,1.22961856649035,931,17,"AT3G12380;AT1G43850;AT4G26430;AT5G09900;AT4G27760;AT5G17520;AT4G29010;AT5G64760","OSD-281",-0.17,"root","unknown",FALSE
"GO:0007623 (circadian rhythm)",0.268923286273176,0.473928574069828,-0.252480438141867,-1.10228574277866,1580,103,"AT4G15248;AT3G21890;AT5G54160;AT2G46830;AT3G46640;AT3G12700;AT1G01060;AT4G36240;AT4G34680;AT2G47890;AT1G32070;AT3G57040;AT4G37930;AT5G64940;AT1G15950;AT3G58850;AT3G24050;AT2G18170;AT2G23080;AT1G27450;AT2G46790;AT4G38960;AT1G68830;AT1G35460;AT4G18020;AT2G17840;AT5G02120;AT3G55960;AT4G13930;AT5G37260;AT5G24470;AT1G10470;AT1G69690;AT1G80820;AT1G18330","OSD-281",-0.17,"root","unknown",TRUE
"GO:0008104 (protein localization)",0.154790697674419,0.334920797815112,-0.3904996783909,-1.26828043090679,831,25,"AT1G22300;AT4G09000;AT5G65430;AT5G38480;AT1G34760;AT5G10450;AT1G35160;AT2G42590","OSD-281",-0.17,"root","unknown",FALSE
"GO:0008284 (positive regulation of cell population proliferation)",0.193472696245734,0.383164167157675,0.383294289505624,1.22461510221465,906,20,"AT1G49540;AT5G13680;AT1G65660;AT3G04740;AT5G22220;AT4G10090;AT3G11220;AT4G16850;AT3G48750;AT1G13710;AT5G14960","OSD-281",-0.17,"root","unknown",FALSE
"GO:0008285 (negative regulation of cell population proliferation)",0.43967415235579,0.644149119595953,0.283547614868521,1.00457353584574,1996,30,"AT4G37740;AT2G36400;AT3G14362;AT3G09370;AT3G11440;AT1G30210;AT1G17980","OSD-281",-0.17,"root","unknown",FALSE
"GO:0008360 (regulation of cell shape)",0.176593323216995,0.361860197840988,-0.438837229026705,-1.27044477245929,930,16,"AT1G75840;AT1G20090;AT3G51300;AT3G48040;AT4G28950;AT5G62880;AT5G45970;AT2G44690","OSD-281",-0.17,"root","unknown",FALSE
"GO:0008380 (RNA splicing)",0.000235682300259251,0.00319946114338638,0.65113711672702,2.75466265887996,0,67,"AT3G61860;AT5G52040;AT1G32490;AT5G13010;AT2G39340;AT5G04050;AT2G37340;AT1G19290;AT3G63400;AT1G73720;AT2G27100;AT1G44910;AT3G19670;AT1G65660;AT2G41720;AT5G04810;AT1G16610;AT5G51300;AT3G49430;AT1G55310;AT3G53460;AT2G29210;AT4G14510;AT3G17170;AT1G77180;AT2G17520;AT3G52250;AT5G04430;AT1G60170;AT3G48190;AT4G25500;AT3G25840;AT1G07350;AT1G25682;AT5G60870;AT5G47010;AT5G24360;AT3G02490;AT5G64200;AT5G64730;AT4G02820;AT4G02990","OSD-281",-0.17,"root","unknown",FALSE
"GO:0008610 (lipid biosynthetic process)",0.392811839323467,0.598570421826236,0.34763428624246,1.03838522703704,1857,16,"AT2G43710;AT1G02205;AT2G26250;AT3G05630;AT3G23470","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009058 (biosynthetic process)",0.168107249955901,0.352408575562032,-0.317566793652071,-1.22029372792117,952,52,"AT1G21110;AT1G74020;AT4G02860;AT5G54160;AT3G57010;AT1G03210;AT1G76790;AT3G57020;AT5G22020;AT5G36160;AT3G27610;AT1G62800;AT4G02850;AT1G51990;AT1G21120","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009098 (L-leucine biosynthetic process)",0.147489539748954,0.328474872407927,0.440905778986003,1.29359419118758,704,15,"AT1G18500;AT1G74040;AT1G80560;AT1G50110","OSD-281",-0.17,"root","unknown",FALSE
"GO:0009266 (response to temperature stimulus)",0.0703720304796056,0.186839277430568,0.373779246589536,1.38587083992874,313,36,"AT3G20810;AT2G34640;AT5G05580;AT3G12580;AT5G02810;AT2G33680;AT3G04740;AT4G33210;AT2G41100;AT3G45880;AT3G29320;AT4G32770;AT5G56040;AT4G28590;AT3G11670;AT4G22260","OSD-281",-0.17,"root","unknown",FALSE
